count,channel_1,channel_2,channel_3,channel_4,acc_x,acc_y,acc_z,resistance_1,resistance_2,resistance_3,resistance_4,resistance_5,timestamp,marker,class
109.0,-1004.912988,-302.268064,-845.838213,-239.727587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.567172,0.0,eyes_opened_movement
109.0,-1005.503892,-303.191819,-853.344193,-244.997106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.567191,0.0,eyes_opened_movement
110.0,-979.952896,-308.480038,-866.837752,-240.771019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.581758,0.0,eyes_opened_movement
110.0,-995.746493,-317.104247,-877.111257,-240.696221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.581767,0.0,eyes_opened_movement
111.0,-1001.528379,-299.661354,-843.235243,-235.621177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.596441,0.0,eyes_opened_movement
111.0,-1015.852195,-297.907341,-844.809741,-241.159969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.596449,0.0,eyes_opened_movement
112.0,-988.77532,-311.984324,-864.29462,-241.964047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.597265,0.0,eyes_opened_movement
112.0,-997.220014,-311.853428,-866.187009,-237.36397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.597282,0.0,eyes_opened_movement
113.0,-1015.788617,-304.915913,-848.280368,-241.967787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.611705,0.0,eyes_opened_movement
113.0,-1001.281545,-296.239345,-850.281215,-238.463501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.61173,0.0,eyes_opened_movement
114.0,-993.326778,-308.551096,-862.77996,-244.454821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.627175,0.0,eyes_opened_movement
114.0,-980.098752,-308.334182,-859.933896,-223.649757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.627188,0.0,eyes_opened_movement
115.0,-981.430156,-292.293751,-828.537436,-223.634798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.627486,0.0,eyes_opened_movement
115.0,-995.525839,-290.203147,-844.85462,-233.500654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.627518,0.0,eyes_opened_movement
116.0,-993.26694,-310.727718,-866.13465,-239.757506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.641793,0.0,eyes_opened_movement
116.0,-1021.327409,-324.180138,-873.457375,-240.498007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.641803,0.0,eyes_opened_movement
117.0,-1000.204454,-294.533951,-835.789102,-226.649157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.65684,0.0,eyes_opened_movement
117.0,-972.933104,-283.875236,-841.185778,-235.722154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.656858,0.0,eyes_opened_movement
118.0,-987.410256,-309.314036,-863.681276,-245.61419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.657112,0.0,eyes_opened_movement
118.0,-982.873758,-313.072635,-865.502607,-235.247187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.657121,0.0,eyes_opened_movement
119.0,-1005.806824,-289.137275,-834.453958,-232.371204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.671704,0.0,eyes_opened_movement
119.0,-1001.655535,-287.267325,-839.091434,-242.59609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.671714,0.0,eyes_opened_movement
120.0,-1001.251626,-302.03993,-859.301853,-241.264686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.686942,0.0,eyes_opened_movement
120.0,-978.034327,-305.39836,-860.607078,-231.75412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.686951,0.0,eyes_opened_movement
121.0,-977.462122,-286.481946,-827.149933,-229.16985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.687191,0.0,eyes_opened_movement
121.0,-982.181876,-288.449134,-839.001676,-242.648449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.687199,0.0,eyes_opened_movement
122.0,-989.235327,-299.930627,-851.418144,-236.066225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.701744,0.0,eyes_opened_movement
122.0,-981.725608,-305.630234,-855.834966,-230.303039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.701754,0.0,eyes_opened_movement
123.0,-1004.034112,-290.360223,-833.152473,-231.997214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.716947,0.0,eyes_opened_movement
123.0,-989.257767,-290.412581,-840.396659,-234.630104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.716956,0.0,eyes_opened_movement
124.0,-975.105985,-298.415967,-850.277475,-237.031119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.717201,0.0,eyes_opened_movement
124.0,-966.489256,-298.554344,-847.902638,-221.30484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.717208,0.0,eyes_opened_movement
125.0,-978.333519,-286.100477,-823.499791,-229.14741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.731666,0.0,eyes_opened_movement
125.0,-1015.960653,-291.515852,-837.165385,-241.373143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.731675,0.0,eyes_opened_movement
126.0,-966.294781,-295.151035,-843.867286,-225.818899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.746923,0.0,eyes_opened_movement
126.0,-988.625724,-308.184586,-848.063454,-219.562047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.746932,0.0,eyes_opened_movement
127.0,-984.934442,-279.24898,-816.857729,-222.123878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.747197,0.0,eyes_opened_movement
127.0,-1006.618382,-288.082624,-837.75629,-243.265533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.747205,0.0,eyes_opened_movement
128.0,-990.312419,-304.949572,-846.761969,-233.107964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.761526,0.0,eyes_opened_movement
128.0,-985.41315,-313.188572,-853.605986,-228.362031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.761535,0.0,eyes_opened_movement
129.0,-982.899937,-279.2415,-817.351395,-218.724309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.776513,0.0,eyes_opened_movement
129.0,-991.0043,-281.661215,-825.41462,-238.160569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.776522,0.0,eyes_opened_movement
130.0,-986.968948,-291.792604,-836.907332,-226.17045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.777106,0.0,eyes_opened_movement
130.0,-980.480222,-298.965733,-845.400645,-228.03666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.777113,0.0,eyes_opened_movement
131.0,-990.854704,-274.173936,-813.282384,-222.389411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.791831,0.0,eyes_opened_movement
131.0,-976.224215,-268.227495,-821.727078,-224.988641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.79184,0.0,eyes_opened_movement
132.0,-970.019721,-284.084671,-836.61188,-226.604278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.806625,0.0,eyes_opened_movement
132.0,-969.589633,-289.054998,-838.208817,-215.997922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.806716,0.0,eyes_opened_movement
133.0,-995.563238,-275.198668,-806.973173,-215.358399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.807025,0.0,eyes_opened_movement
133.0,-989.179229,-268.982955,-808.671088,-232.640477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.807033,0.0,eyes_opened_movement
134.0,-972.158944,-287.005532,-822.235705,-226.058253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.821855,0.0,eyes_opened_movement
134.0,-982.380091,-297.327656,-829.947378,-225.366371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.821871,0.0,eyes_opened_movement
135.0,-968.692057,-262.550327,-793.591811,-219.902377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.836938,0.0,eyes_opened_movement
135.0,-971.145431,-263.754574,-801.374543,-226.52948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.836948,0.0,eyes_opened_movement
136.0,-966.72487,-277.236914,-818.746378,-225.710442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.837188,0.0,eyes_opened_movement
136.0,-947.595281,-285.9808,-824.416066,-216.843139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.837197,0.0,eyes_opened_movement
137.0,-969.526055,-258.331719,-786.755274,-215.268641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.851718,0.0,eyes_opened_movement
137.0,-971.504462,-254.487102,-791.822838,-218.144625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.851726,0.0,eyes_opened_movement
138.0,-965.662738,-278.609457,-820.17128,-228.04788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.881954,0.0,eyes_opened_movement
138.0,-958.358713,-281.092751,-817.54961,-210.874259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.881963,0.0,eyes_opened_movement
139.0,-971.803654,-261.484455,-789.623777,-215.31352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.882208,0.0,eyes_opened_movement
139.0,-965.068094,-260.141831,-799.089464,-222.976575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.882215,0.0,eyes_opened_movement
140.0,-955.314435,-280.722501,-818.817436,-229.753274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.882912,0.0,eyes_opened_movement
140.0,-975.943723,-284.46988,-821.169833,-222.647464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.882922,0.0,eyes_opened_movement
141.0,-969.110926,-260.92721,-785.04614,-225.972235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.883429,0.0,eyes_opened_movement
141.0,-963.931164,-261.548033,-797.840337,-235.333205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.883438,0.0,eyes_opened_movement
142.0,-962.064954,-279.312558,-820.507871,-232.711535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.896703,0.0,eyes_opened_movement
142.0,-945.272803,-285.651689,-824.023377,-226.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.896712,0.0,eyes_opened_movement
143.0,-967.012842,-260.141831,-794.541746,-224.835306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.911443,0.0,eyes_opened_movement
143.0,-971.317467,-258.365379,-800.218914,-230.022547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.911451,0.0,eyes_opened_movement
144.0,-982.77278,-278.519699,-825.186486,-232.932189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.926692,0.0,eyes_opened_movement
144.0,-972.843346,-282.169842,-823.140761,-222.748441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.926706,0.0,eyes_opened_movement
145.0,-955.568748,-256.888118,-793.408556,-220.526941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.927123,0.0,eyes_opened_movement
145.0,-955.830541,-254.086933,-805.159322,-233.104224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.927148,0.0,eyes_opened_movement
146.0,-958.46717,-274.74614,-819.920707,-226.18167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.941953,0.0,eyes_opened_movement
146.0,-953.63148,-279.525733,-820.923,-215.758568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.941961,0.0,eyes_opened_movement
147.0,-967.513988,-257.228449,-790.842985,-211.648418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.956851,0.0,eyes_opened_movement
147.0,-975.049887,-262.737322,-806.225193,-225.40751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.95686,0.0,eyes_opened_movement
148.0,-947.580322,-278.815152,-819.969325,-223.870411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.957109,0.0,eyes_opened_movement
148.0,-967.312034,-288.329457,-827.920353,-211.992489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.957117,0.0,eyes_opened_movement
149.0,-981.194543,-266.331365,-799.463454,-216.016621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.971812,0.0,eyes_opened_movement
149.0,-942.669833,-260.57192,-803.386609,-225.381331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.971821,0.0,eyes_opened_movement
150.0,-942.804469,-277.693182,-826.551549,-224.483755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.986939,0.0,eyes_opened_movement
150.0,-955.445331,-283.699461,-832.714904,-214.038214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.986948,0.0,eyes_opened_movement
151.0,-955.441591,-253.690504,-792.705455,-210.747102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.987185,0.0,eyes_opened_movement
151.0,-965.172811,-255.769888,-795.087771,-222.314613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023465.987198,0.0,eyes_opened_movement
152.0,-965.374766,-277.438868,-823.114581,-227.703809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.001673,0.0,eyes_opened_movement
152.0,-950.048656,-287.09155,-828.952565,-221.914444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.001682,0.0,eyes_opened_movement
153.0,-972.125285,-268.163916,-799.62427,-221.020608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.031946,0.0,eyes_opened_movement
153.0,-976.033481,-267.580492,-813.375882,-231.701762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.031955,0.0,eyes_opened_movement
154.0,-963.781568,-279.002147,-823.608248,-226.465902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.032203,0.0,eyes_opened_movement
154.0,-963.056028,-290.771612,-830.119414,-225.538407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.032211,0.0,eyes_opened_movement
155.0,-982.656843,-265.261754,-802.118783,-219.259115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.032687,0.0,eyes_opened_movement
155.0,-963.957344,-260.17549,-804.336544,-224.214482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.032694,0.0,eyes_opened_movement
156.0,-992.713434,-287.977906,-831.432119,-234.181316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.046836,0.0,eyes_opened_movement
156.0,-950.845254,-290.132089,-834.76811,-223.92277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.046845,0.0,eyes_opened_movement
157.0,-967.125039,-266.200469,-806.546824,-219.505948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.047113,0.0,eyes_opened_movement
157.0,-981.508694,-272.438622,-814.262238,-230.576052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.047121,0.0,eyes_opened_movement
158.0,-968.714496,-288.385556,-833.64614,-238.972127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.061857,0.0,eyes_opened_movement
158.0,-978.786047,-294.432974,-841.226917,-229.315706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.061879,0.0,eyes_opened_movement
159.0,-971.268848,-263.522701,-799.807525,-221.375898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.076937,0.0,eyes_opened_movement
159.0,-979.960376,-269.794513,-814.123862,-231.896237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.076946,0.0,eyes_opened_movement
160.0,-964.548248,-289.193374,-834.970064,-234.981654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.077215,0.0,eyes_opened_movement
160.0,-951.884947,-288.221,-830.695358,-218.144625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.077222,0.0,eyes_opened_movement
161.0,-952.86106,-267.550573,-802.316998,-221.050527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.091484,0.0,eyes_opened_movement
161.0,-980.745755,-266.630557,-812.627902,-233.448295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.091493,0.0,eyes_opened_movement
162.0,-977.600499,-282.341877,-833.788256,-230.965002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.106943,0.0,eyes_opened_movement
162.0,-973.228556,-292.443347,-837.00831,-229.057653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.106952,0.0,eyes_opened_movement
163.0,-974.832973,-269.5215,-805.58193,-225.257914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.107195,0.0,eyes_opened_movement
163.0,-968.340506,-266.5221,-813.491819,-226.780054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.107203,0.0,eyes_opened_movement
164.0,-977.323746,-287.813351,-837.064408,-231.885017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.121865,0.0,eyes_opened_movement
164.0,-969.795327,-286.882116,-833.507763,-222.449249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.121883,0.0,eyes_opened_movement
165.0,-944.315389,-261.873405,-795.069071,-214.58424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.136747,0.0,eyes_opened_movement
165.0,-993.192142,-275.363224,-814.583869,-227.546733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.136759,0.0,eyes_opened_movement
166.0,-965.142892,-285.539492,-828.806709,-226.608018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.137119,0.0,eyes_opened_movement
166.0,-975.66697,-291.104463,-832.228717,-220.871012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.137126,0.0,eyes_opened_movement
167.0,-982.436189,-262.015521,-795.51412,-217.688357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.152029,0.0,eyes_opened_movement
167.0,-983.606778,-267.27008,-807.111549,-226.705256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.152038,0.0,eyes_opened_movement
168.0,-966.852026,-278.347664,-823.256697,-217.808034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.16652,0.0,eyes_opened_movement
168.0,-975.390218,-285.558191,-826.880661,-216.749642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.166529,0.0,eyes_opened_movement
169.0,-966.878205,-260.280207,-797.140976,-212.587133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.181915,0.0,eyes_opened_movement
169.0,-962.741876,-259.921177,-807.119029,-220.377345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.181924,0.0,eyes_opened_movement
170.0,-974.746955,-281.175028,-825.425839,-219.640584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.182177,0.0,eyes_opened_movement
170.0,-962.652119,-285.838684,-825.639014,-217.078753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.182184,0.0,eyes_opened_movement
171.0,-995.222907,-264.768087,-798.565878,-223.103732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.196845,0.0,eyes_opened_movement
171.0,-978.67011,-266.260307,-812.534404,-224.393997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.196854,0.0,eyes_opened_movement
172.0,-978.557913,-280.860877,-828.122307,-228.810819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.197107,0.0,eyes_opened_movement
172.0,-986.628617,-287.342123,-830.953412,-212.732989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.197114,0.0,eyes_opened_movement
173.0,-961.373073,-258.948803,-798.902469,-210.369373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.211672,0.0,eyes_opened_movement
173.0,-964.215397,-261.768688,-811.315197,-220.848572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.211689,0.0,eyes_opened_movement
174.0,-969.615812,-277.412689,-827.449125,-217.56868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.226974,0.0,eyes_opened_movement
174.0,-983.315066,-286.104217,-833.526463,-215.377099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.226984,0.0,eyes_opened_movement
175.0,-984.710048,-268.38831,-808.379375,-224.199523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.227259,0.0,eyes_opened_movement
175.0,-999.288179,-272.14691,-812.085616,-230.332958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.227266,0.0,eyes_opened_movement
176.0,-974.93021,-283.979953,-827.673519,-224.865225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.242047,0.0,eyes_opened_movement
176.0,-973.725962,-289.077437,-833.414266,-218.009988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.24207,0.0,eyes_opened_movement
177.0,-990.166563,-270.190942,-808.895482,-224.023747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.271874,0.0,eyes_opened_movement
177.0,-973.8232,-271.312912,-809.535005,-224.824086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.271882,0.0,eyes_opened_movement
178.0,-960.015489,-279.196621,-822.568556,-222.853159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.301916,0.0,eyes_opened_movement
178.0,-960.168825,-288.198561,-823.53719,-219.296514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.301926,0.0,eyes_opened_movement
179.0,-944.801576,-270.490134,-799.508333,-218.713089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.302176,0.0,eyes_opened_movement
179.0,-943.481391,-263.840592,-801.052911,-218.713089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.302185,0.0,eyes_opened_movement
180.0,-991.453088,-282.173582,-825.923246,-221.069226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.303123,0.0,eyes_opened_movement
180.0,-1002.407255,-293.292304,-839.457944,-214.285048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.303133,0.0,eyes_opened_movement
181.0,-993.128563,-280.535506,-816.566016,-230.837845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.303476,0.0,eyes_opened_movement
181.0,-963.228063,-274.981754,-823.249218,-229.581239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.303484,0.0,eyes_opened_movement
182.0,-980.495181,-292.996852,-839.925432,-232.831212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.304033,0.0,eyes_opened_movement
182.0,-971.366085,-299.706233,-837.939545,-228.997814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.30404,0.0,eyes_opened_movement
183.0,-972.349679,-277.307972,-810.926247,-231.080938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.305078,0.0,eyes_opened_movement
183.0,-999.146062,-282.102524,-823.653127,-235.314505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.305087,0.0,eyes_opened_movement
184.0,-998.517759,-285.412335,-831.836028,-234.424409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.331921,0.0,eyes_opened_movement
184.0,-983.113111,-294.720946,-837.243923,-229.297006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023466.33193,0.0,eyes_opened_movement
