0.000000,-859.679583,-170.350573,-719.560491,-115.979907,0.000000.1,0.000000.2,0.000000.3,0.000000.4,0.000000.5,0.000000.6,0.000000.7,0.000000.8,1704023132.520409,0.000000.9,-875.491880,-204.866110,-747.078675,-137.888241,1704023231.460497,class
166.0,-796.649179,-149.119161,-682.759876,-71.447049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.291312,0.0,,,,,,eyes_closed_movement
166.0,-769.381569,-146.699446,-681.899699,-74.240754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.291322,0.0,,,,,,eyes_closed_movement
167.0,-800.763069,-162.788495,-698.194443,-78.653836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.320363,0.0,,,,,,eyes_closed_movement
167.0,-809.862246,-166.113266,-702.570126,-65.949396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.320372,0.0,,,,,,eyes_closed_movement
168.0,-800.299322,-146.688226,-675.470811,-68.354151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.32061,0.0,,,,,,eyes_closed_movement
168.0,-809.604193,-150.6413,-688.751196,-79.603771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.320619,0.0,,,,,,eyes_closed_movement
169.0,-790.863554,-157.934105,-697.207109,-77.292512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.321229,0.0,,,,,,eyes_closed_movement
169.0,-789.554589,-161.621647,-693.908518,-69.240508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.321237,0.0,,,,,,eyes_closed_movement
170.0,-792.423092,-139.963886,-668.78761,-70.541993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.35036,0.0,,,,,,eyes_closed_movement
170.0,-786.300876,-140.56975,-676.6227,-76.705348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.350369,0.0,,,,,,eyes_closed_movement
171.0,-793.189772,-153.378907,-691.271888,-73.829365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.350606,0.0,,,,,,eyes_closed_movement
171.0,-796.768856,-168.559161,-693.747702,-65.885818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.350614,0.0,,,,,,eyes_closed_movement
172.0,-793.956451,-142.174167,-669.804862,-62.504948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.351235,0.0,,,,,,eyes_closed_movement
172.0,-801.615766,-144.425587,-677.239783,-73.122524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.351243,0.0,,,,,,eyes_closed_movement
173.0,-789.206778,-152.922639,-693.553227,-66.16631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.380357,0.0,,,,,,eyes_closed_movement
173.0,-787.766917,-157.612474,-692.479876,-60.93793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.380366,0.0,,,,,,eyes_closed_movement
174.0,-786.241038,-136.672774,-667.964832,-62.340392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.380634,0.0,,,,,,eyes_closed_movement
174.0,-803.395959,-144.567703,-674.229164,-77.580485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.380642,0.0,,,,,,eyes_closed_movement
175.0,-770.683054,-151.882947,-680.340161,-66.600138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.381162,0.0,,,,,,eyes_closed_movement
175.0,-812.166024,-167.332474,-701.874504,-65.343532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.38117,0.0,,,,,,eyes_closed_movement
176.0,-804.761022,-149.216398,-672.609787,-70.983301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.410362,0.0,,,,,,eyes_closed_movement
176.0,-801.585847,-153.26297,-683.754689,-78.87075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.410372,0.0,,,,,,eyes_closed_movement
177.0,-779.976705,-155.761223,-687.905978,-72.064132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.410611,0.0,,,,,,eyes_closed_movement
177.0,-757.772919,-158.670865,-685.422685,-62.759261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.410619,0.0,,,,,,eyes_closed_movement
178.0,-760.286132,-133.882809,-657.829703,-60.470442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.411346,0.0,,,,,,eyes_closed_movement
178.0,-805.23599,-144.107695,-671.884247,-71.970635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.411355,0.0,,,,,,eyes_closed_movement
179.0,-816.908217,-162.418245,-688.283708,-67.804386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.440351,0.0,,,,,,eyes_closed_movement
179.0,-812.360499,-159.089734,-693.089479,-60.160031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.440361,0.0,,,,,,eyes_closed_movement
180.0,-783.768964,-135.367549,-659.639814,-54.254729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.440555,0.0,,,,,,eyes_closed_movement
180.0,-782.497398,-138.351989,-665.260884,-62.849019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.440562,0.0,,,,,,eyes_closed_movement
181.0,-790.583061,-151.363101,-682.509303,-63.780254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.44149,0.0,,,,,,eyes_closed_movement
181.0,-797.801068,-163.615013,-691.283108,-63.813913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.441499,0.0,,,,,,eyes_closed_movement
182.0,-794.75679,-139.81429,-661.479845,-62.228195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.469935,0.0,,,,,,eyes_closed_movement
182.0,-783.002284,-145.899107,-670.893173,-69.52474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.469971,0.0,,,,,,eyes_closed_movement
183.0,-773.869449,-155.746264,-686.750349,-58.895945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.470391,0.0,,,,,,eyes_closed_movement
183.0,-769.665801,-157.287102,-688.784855,-54.535221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.470397,0.0,,,,,,eyes_closed_movement
184.0,-797.550495,-144.691119,-670.425686,-58.544394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.471088,0.0,,,,,,eyes_closed_movement
184.0,-788.451319,-141.213012,-672.905239,-70.141824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.471093,0.0,,,,,,eyes_closed_movement
185.0,-775.776798,-156.370827,-688.702577,-66.573959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.50052,0.0,,,,,,eyes_closed_movement
185.0,-750.588571,-149.006964,-680.052188,-56.483709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.500529,0.0,,,,,,eyes_closed_movement
186.0,-781.050056,-138.269711,-663.955659,-64.991981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.500769,0.0,,,,,,eyes_closed_movement
186.0,-775.630941,-147.537183,-678.889079,-75.942409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.500805,0.0,,,,,,eyes_closed_movement
187.0,-783.383754,-155.768703,-684.506409,-73.204802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.501179,0.0,,,,,,eyes_closed_movement
187.0,-803.392219,-164.086241,-695.31472,-66.091512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.501185,0.0,,,,,,eyes_closed_movement
188.0,-797.464477,-144.074036,-671.495297,-66.966649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.530181,0.0,,,,,,eyes_closed_movement
188.0,-797.591634,-145.506418,-680.36634,-78.642616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.530191,0.0,,,,,,eyes_closed_movement
189.0,-789.618167,-159.732997,-697.689556,-69.233028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.530583,0.0,,,,,,eyes_closed_movement
189.0,-787.078775,-159.317868,-695.767248,-60.414344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.530591,0.0,,,,,,eyes_closed_movement
190.0,-781.562423,-137.817183,-672.048802,-62.886418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.531289,0.0,,,,,,eyes_closed_movement
190.0,-794.797929,-150.843255,-687.965817,-78.825871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.531298,0.0,,,,,,eyes_closed_movement
191.0,-780.062723,-163.263463,-703.583639,-76.484694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.560356,0.0,,,,,,eyes_closed_movement
191.0,-756.61355,-165.851473,-703.561199,-64.217822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.560365,0.0,,,,,,eyes_closed_movement
192.0,-792.056582,-142.667834,-675.541869,-63.772774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.560623,0.0,,,,,,eyes_closed_movement
192.0,-811.462923,-151.621154,-693.411111,-81.271766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.560631,0.0,,,,,,eyes_closed_movement
193.0,-785.085409,-163.3794,-703.329326,-69.472382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.56133,0.0,,,,,,eyes_closed_movement
193.0,-787.718298,-161.950758,-703.793073,-61.850465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.561339,0.0,,,,,,eyes_closed_movement
194.0,-795.216798,-142.406041,-677.153766,-60.317106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.590352,0.0,,,,,,eyes_closed_movement
194.0,-793.963931,-147.881254,-685.370326,-70.067026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.590362,0.0,,,,,,eyes_closed_movement
195.0,-786.932919,-155.12544,-691.903931,-68.728141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.590554,0.0,,,,,,eyes_closed_movement
195.0,-771.479653,-154.422339,-692.820207,-60.014175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.590562,0.0,,,,,,eyes_closed_movement
196.0,-766.35599,-132.734659,-662.354982,-62.643324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.591503,0.0,,,,,,eyes_closed_movement
196.0,-783.91856,-140.521131,-679.96991,-70.65419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.591513,0.0,,,,,,eyes_closed_movement
197.0,-801.200637,-161.202778,-704.185763,-72.561539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.620347,0.0,,,,,,eyes_closed_movement
197.0,-779.176367,-162.122793,-696.911657,-65.025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.620357,0.0,,,,,,eyes_closed_movement
198.0,-780.634928,-142.952066,-668.148087,-70.160523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.620549,0.0,,,,,,eyes_closed_movement
198.0,-791.185185,-142.690273,-678.466471,-76.877383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.620556,0.0,,,,,,eyes_closed_movement
199.0,-799.872973,-156.198792,-697.861592,-75.860131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.621491,0.0,,,,,,eyes_closed_movement
199.0,-792.587648,-163.854367,-704.458775,-66.469242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.6215,0.0,,,,,,eyes_closed_movement
200.0,-759.482053,-137.791004,-668.189226,-62.43015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.650322,0.0,,,,,,eyes_closed_movement
200.0,-816.130318,-154.504617,-683.492896,-75.52354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.650333,0.0,,,,,,eyes_closed_movement
0.0,-784.988171,-145.756991,-678.920869,-79.953451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.650582,0.0,,,,,,eyes_closed_movement
101.0,-795.433712,-152.264417,-678.367363,-69.979138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.651543,0.0,,,,,,eyes_closed_movement
101.0,-790.526963,-132.772058,-659.630465,-72.997237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.651554,0.0,,,,,,eyes_closed_movement
102.0,-804.948017,-144.335829,-676.61335,-85.290288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.651958,0.0,,,,,,eyes_closed_movement
102.0,-796.327548,-150.357068,-687.126209,-79.149373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.651966,0.0,,,,,,eyes_closed_movement
103.0,-783.103262,-153.412566,-682.60093,-71.890227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.680356,0.0,,,,,,eyes_closed_movement
103.0,-800.957544,-137.491812,-662.005301,-76.123794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.680375,0.0,,,,,,eyes_closed_movement
104.0,-793.200991,-140.225679,-671.209195,-86.74137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.680606,0.0,,,,,,eyes_closed_movement
104.0,-766.943154,-148.599315,-684.785032,-81.49429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.680614,0.0,,,,,,eyes_closed_movement
105.0,-758.580738,-153.132074,-681.437821,-69.279777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.710352,0.0,,,,,,eyes_closed_movement
105.0,-783.955959,-136.885948,-671.254074,-79.343848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.710362,0.0,,,,,,eyes_closed_movement
106.0,-796.439745,-149.205179,-680.113897,-91.681777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.710618,0.0,,,,,,eyes_closed_movement
106.0,-789.812642,-156.909373,-685.499353,-83.865387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.710627,0.0,,,,,,eyes_closed_movement
107.0,-768.58871,-151.527657,-679.051765,-71.972505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.711296,0.0,,,,,,eyes_closed_movement
107.0,-779.303523,-143.397114,-669.047533,-84.628326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.711306,0.0,,,,,,eyes_closed_movement
108.0,-787.134874,-143.068003,-671.048379,-87.436991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.711966,0.0,,,,,,eyes_closed_movement
108.0,-793.664739,-158.48387,-690.925947,-85.155652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.711988,0.0,,,,,,eyes_closed_movement
109.0,-812.072527,-161.12424,-693.671034,-83.35302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.770336,0.0,,,,,,eyes_closed_movement
109.0,-811.919191,-135.741539,-665.995774,-82.795775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.770345,0.0,,,,,,eyes_closed_movement
110.0,-793.126193,-143.797283,-677.907356,-85.477283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.77061,0.0,,,,,,eyes_closed_movement
110.0,-789.195559,-154.729011,-695.567163,-84.325394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.770618,0.0,,,,,,eyes_closed_movement
111.0,-794.854027,-157.197345,-689.041038,-74.844748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.771318,0.0,,,,,,eyes_closed_movement
111.0,-782.617075,-140.091042,-666.934489,-76.61746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.771327,0.0,,,,,,eyes_closed_movement
112.0,-806.978783,-144.975352,-682.829064,-92.066987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.772055,0.0,,,,,,eyes_closed_movement
112.0,-783.697906,-155.798622,-694.673327,-86.386079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.772075,0.0,,,,,,eyes_closed_movement
113.0,-791.873327,-161.961977,-696.173027,-79.437345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.772606,0.0,,,,,,eyes_closed_movement
113.0,-806.679591,-145.40918,-677.854997,-89.879146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.772615,0.0,,,,,,eyes_closed_movement
114.0,-795.904939,-150.170073,-681.535059,-90.900138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.773342,0.0,,,,,,eyes_closed_movement
114.0,-801.656905,-162.148972,-698.832096,-90.967457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.773351,0.0,,,,,,eyes_closed_movement
115.0,-778.136674,-152.780523,-689.848856,-78.532289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.800289,0.0,,,,,,eyes_closed_movement
115.0,-790.025816,-137.678807,-667.409456,-80.895906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.800304,0.0,,,,,,eyes_closed_movement
116.0,-805.767055,-134.656968,-678.064431,-83.446518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.800548,0.0,,,,,,eyes_closed_movement
116.0,-791.334781,-146.280577,-686.856936,-82.885533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.800556,0.0,,,,,,eyes_closed_movement
117.0,-790.455905,-149.313636,-683.229233,-72.110881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.830654,0.0,,,,,,eyes_closed_movement
117.0,-787.254551,-131.807164,-660.576659,-75.768503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.830663,0.0,,,,,,eyes_closed_movement
118.0,-815.184123,-146.804163,-681.348064,-90.301754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.830932,0.0,,,,,,eyes_closed_movement
118.0,-790.089395,-150.229911,-690.032111,-76.138753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.830967,0.0,,,,,,eyes_closed_movement
119.0,-776.173227,-151.804409,-684.4634,-72.204378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.83115,0.0,,,,,,eyes_closed_movement
119.0,-800.935105,-140.16584,-667.686209,-77.645933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.831156,0.0,,,,,,eyes_closed_movement
120.0,-788.051149,-147.64938,-677.604424,-89.078807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.832191,0.0,,,,,,eyes_closed_movement
120.0,-778.993112,-152.642147,-691.419614,-82.750896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.832201,0.0,,,,,,eyes_closed_movement
121.0,-775.975012,-155.985617,-691.606609,-81.86454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.860347,0.0,,,,,,eyes_closed_movement
121.0,-778.652781,-138.000438,-667.854505,-76.808195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.860365,0.0,,,,,,eyes_closed_movement
122.0,-772.867155,-137.787264,-672.061892,-84.426372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.860595,0.0,,,,,,eyes_closed_movement
122.0,-816.728702,-159.800315,-695.282931,-88.125133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.860602,0.0,,,,,,eyes_closed_movement
123.0,-804.301015,-161.973197,-693.730872,-80.159146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.890356,0.0,,,,,,eyes_closed_movement
123.0,-805.475343,-138.957853,-663.695736,-82.758376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.890365,0.0,,,,,,eyes_closed_movement
124.0,-804.652565,-146.224478,-676.302939,-90.09606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.890604,0.0,,,,,,eyes_closed_movement
124.0,-781.577382,-158.416552,-688.928841,-91.016075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.890625,0.0,,,,,,eyes_closed_movement
125.0,-781.67088,-154.02965,-685.23008,-77.889026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.891516,0.0,,,,,,eyes_closed_movement
125.0,-817.095212,-141.6805,-667.678729,-84.908819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.891527,0.0,,,,,,eyes_closed_movement
126.0,-811.926671,-148.872328,-676.366517,-91.322747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.891921,0.0,,,,,,eyes_closed_movement
126.0,-788.458798,-155.963178,-688.790464,-87.332274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.891929,0.0,,,,,,eyes_closed_movement
127.0,-787.815536,-159.807795,-691.662708,-85.350127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.920356,0.0,,,,,,eyes_closed_movement
127.0,-788.234404,-142.682793,-661.68367,-82.406826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.920366,0.0,,,,,,eyes_closed_movement
128.0,-795.631926,-145.857968,-673.524193,-88.476683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.920604,0.0,,,,,,eyes_closed_movement
128.0,-792.486671,-158.210858,-688.670788,-87.309834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.920625,0.0,,,,,,eyes_closed_movement
129.0,-799.207271,-162.384586,-690.260245,-82.735937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.950348,0.0,,,,,,eyes_closed_movement
129.0,-785.848348,-143.520531,-663.856551,-82.881793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.950359,0.0,,,,,,eyes_closed_movement
130.0,-803.620353,-144.500385,-673.363377,-91.846333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.950551,0.0,,,,,,eyes_closed_movement
130.0,-777.848702,-159.504863,-691.55799,-87.84464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.950559,0.0,,,,,,eyes_closed_movement
131.0,-774.785724,-153.734198,-681.048872,-74.803609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.951485,0.0,,,,,,eyes_closed_movement
131.0,-795.078421,-142.301323,-660.771134,-86.397299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.951502,0.0,,,,,,eyes_closed_movement
132.0,-765.679068,-143.056783,-673.920622,-86.397299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.951921,0.0,,,,,,eyes_closed_movement
132.0,-782.609595,-160.671712,-689.994712,-88.386926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.951929,0.0,,,,,,eyes_closed_movement
133.0,-824.444116,-169.082747,-701.177013,-90.10728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.980376,0.0,,,,,,eyes_closed_movement
133.0,-805.699737,-139.627295,-666.15285,-84.602147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.980392,0.0,,,,,,eyes_closed_movement
134.0,-810.789741,-146.108542,-675.195928,-91.655598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.980626,0.0,,,,,,eyes_closed_movement
134.0,-769.729379,-156.281069,-687.574997,-83.633513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023155.980633,0.0,,,,,,eyes_closed_movement
135.0,-753.457075,-150.66748,-682.432635,-72.264217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.010345,0.0,,,,,,eyes_closed_movement
135.0,-827.933442,-148.502077,-672.174089,-86.460877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.010355,0.0,,,,,,eyes_closed_movement
136.0,-812.749449,-140.711866,-674.500307,-89.138645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.010606,0.0,,,,,,eyes_closed_movement
136.0,-796.196651,-155.278776,-691.146601,-88.656198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.010615,0.0,,,,,,eyes_closed_movement
137.0,-784.513204,-157.212304,-679.665109,-77.855367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.011385,0.0,,,,,,eyes_closed_movement
137.0,-783.252858,-141.714159,-661.096505,-77.178445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.011395,0.0,,,,,,eyes_closed_movement
138.0,-789.771503,-135.446087,-668.38931,-79.732797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.011932,0.0,,,,,,eyes_closed_movement
138.0,-780.780784,-153.244271,-680.446748,-83.296922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.011942,0.0,,,,,,eyes_closed_movement
139.0,-786.831942,-156.370827,-682.60841,-80.35362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.040352,0.0,,,,,,eyes_closed_movement
139.0,-785.193866,-130.591697,-653.530688,-78.427572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.040365,0.0,,,,,,eyes_closed_movement
140.0,-787.815536,-136.347403,-663.890211,-86.217784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.040599,0.0,,,,,,eyes_closed_movement
140.0,-778.832296,-155.806102,-687.021492,-84.403932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.040607,0.0,,,,,,eyes_closed_movement
141.0,-778.069356,-151.482778,-676.777906,-77.496337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.070345,0.0,,,,,,eyes_closed_movement
141.0,-739.817659,-129.922255,-649.499076,-73.719038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.070355,0.0,,,,,,eyes_closed_movement
142.0,-753.412196,-142.507018,-663.785493,-91.827634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.070544,0.0,,,,,,eyes_closed_movement
142.0,-808.19051,-162.066695,-687.683454,-97.987249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.070552,0.0,,,,,,eyes_closed_movement
143.0,-842.646209,-172.141985,-695.043577,-94.127672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.071659,0.0,,,,,,eyes_closed_movement
143.0,-805.22477,-146.359115,-662.573766,-94.778415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.071668,0.0,,,,,,eyes_closed_movement
144.0,-788.926286,-149.010704,-669.690795,-98.821246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.100308,0.0,,,,,,eyes_closed_movement
144.0,-805.636159,-168.405825,-689.785278,-105.841039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704023156.10032,0.0,,,,,,eyes_closed_movement
